platform,modality,model,configuration,run_number,total_energy_j,avg_power_w,peak_power_w,generation_time_s
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,27,358.22,208.38,262.71,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,28,353.38,205.03,271.26,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,29,349.26,204.79,270.11,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,30,363.7,217.97,362.78,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,1,688.58,344.25,409.87,2.12
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,2,676.24,336.49,404.28,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,3,703.0,349.12,395.19,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,4,712.28,353.59,415.45,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,5,745.66,369.64,416.65,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,6,761.09,373.58,419.88,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,7,757.33,375.75,414.3,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,8,731.22,363.69,402.25,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,9,691.43,345.08,402.52,2.12
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,10,702.95,350.5,430.18,2.12
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,11,723.79,358.83,412.21,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,12,749.42,370.67,432.25,2.12
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,13,764.77,379.24,417.52,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,14,776.77,383.9,423.44,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,15,760.32,376.73,417.52,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,16,743.67,351.93,397.82,2.23
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,17,671.55,334.95,400.86,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,18,705.16,351.36,396.94,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,19,721.42,359.56,445.5,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,20,733.45,364.35,429.3,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,21,749.44,371.59,438.11,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,22,768.59,378.01,421.09,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,23,790.99,373.95,411.94,2.23
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,24,706.43,352.54,418.13,2.12
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,25,736.72,350.54,420.49,2.23
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,26,710.59,331.31,417.8,2.23
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,27,675.12,329.33,392.84,2.12
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,28,731.65,362.81,424.31,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,29,737.7,365.03,426.94,2.13
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,30,753.06,371.81,419.28,2.13
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,1,310.58,24.17,27.49,13.84
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,2,317.29,24.75,28.94,13.79
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,3,318.62,25.0,28.45,13.8
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,4,318.13,24.89,29.96,13.83
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,5,320.51,24.95,30.11,13.81
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,6,317.22,24.9,28.04,13.79
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,7,315.22,24.83,27.36,13.78
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,8,317.21,24.71,28.04,13.8
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,9,317.35,24.63,27.93,13.8
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,10,320.35,24.75,28.2,13.79
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,11,312.24,24.61,27.21,13.8
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,12,318.0,24.69,27.72,13.78
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,13,316.8,24.58,27.58,13.79
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,14,316.42,24.64,27.95,13.79
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,15,314.3,24.69,28.71,13.8
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,16,316.0,24.53,27.18,13.83
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,17,312.11,24.68,28.08,13.8
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,18,314.88,24.63,27.07,13.8
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,19,318.35,24.7,28.04,13.79
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,20,316.47,24.63,28.3,13.8
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,21,313.9,24.7,28.01,13.78
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,22,313.85,24.61,27.27,13.8
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,23,312.47,24.64,29.0,13.8
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,24,316.52,24.65,27.76,13.8
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,25,318.24,24.63,28.47,13.78
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,26,315.29,24.6,27.57,13.78
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,27,316.37,24.66,27.77,13.79
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,28,313.29,24.58,28.23,13.79
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,29,309.91,24.6,28.13,13.78
Apple M4 Pro,image,SDXL-base-1.0,512x512_steps=20,30,316.28,24.79,28.68,13.78
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,1,765.41,25.45,29.97,31.2
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,2,769.2,25.46,29.23,31.2
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,3,768.54,25.45,29.48,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,4,763.66,25.36,29.7,31.2
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,5,761.25,25.35,29.27,31.2
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,6,763.21,25.45,30.47,31.2
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,7,767.44,25.39,29.22,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,8,763.87,25.42,30.57,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,9,768.66,25.48,29.51,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,10,767.59,25.48,28.89,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,11,768.67,25.4,30.45,31.22
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,12,769.89,25.46,28.82,31.2
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,13,764.51,25.33,29.03,31.29
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,14,764.13,25.4,30.0,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,15,770.01,25.6,29.86,31.22
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,16,770.13,25.59,38.52,31.22
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,17,767.36,25.44,30.12,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,18,766.02,25.38,29.46,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,19,765.53,25.41,28.9,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,20,768.25,25.4,29.54,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,21,766.18,25.41,30.32,31.22
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,22,773.88,25.61,28.66,31.2
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,23,776.92,25.61,29.92,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,24,768.53,25.6,30.18,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,25,773.94,25.61,29.83,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,26,771.65,25.63,30.48,31.2
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,27,775.52,25.65,31.02,31.2
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,28,771.01,25.58,29.51,31.21
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,29,773.83,25.58,29.2,31.2
Apple M4 Pro,image,SDXL-base-1.0,768x768_steps=20,30,772.05,25.58,29.57,31.23
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,1,1546.84,22.53,32.27,68.65
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,2,1537.84,22.26,32.14,70.03
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,3,1551.25,21.94,33.23,69.75
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,4,1527.62,20.58,33.0,73.78
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,5,1534.45,23.79,33.44,64.23
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,6,1548.08,19.73,29.88,76.82
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,7,1542.65,21.0,29.88,71.84
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,8,1535.3,21.05,31.96,72.82
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,9,1537.67,21.01,31.5,71.29
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,10,1541.09,20.47,30.39,73.79
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,11,1527.22,19.23,30.27,77.28
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,12,1513.31,21.74,31.87,68.27
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,13,1537.86,22.47,32.23,67.7
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,14,1544.01,18.07,33.37,82.77
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,15,1548.94,18.29,32.09,82.16
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,16,1531.3,18.59,30.24,81.7
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,17,1523.22,20.69,34.42,72.53
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,18,1541.04,20.23,31.34,73.91
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,19,1527.04,22.3,30.17,67.84
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,20,1520.87,24.1,32.16,63.56
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,21,1523.39,24.6,32.34,62.62
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,22,1515.57,22.76,32.21,66.42
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,23,1518.06,23.87,33.01,63.76
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,24,1515.75,23.45,32.35,64.02
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,25,1520.5,24.02,31.86,63.59
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,26,1505.73,24.19,30.27,61.94
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,27,1516.61,23.72,32.12,64.61
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,28,1530.0,21.54,32.66,70.27
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,29,1544.95,17.05,32.59,88.39
Apple M4 Pro,image,SDXL-base-1.0,1024x1024_steps=20,30,1535.43,18.83,31.98,79.92
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,1,323.74,153.12,172.47,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,2,317.97,150.83,162.43,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,3,313.14,147.76,164.51,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,4,312.85,147.6,160.4,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,5,322.79,153.8,197.33,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,6,310.14,146.55,164.51,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,7,310.39,146.43,160.94,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,8,314.41,148.22,163.91,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,9,307.15,147.04,209.72,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,10,295.34,142.15,232.68,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,11,312.91,143.94,225.0,2.31
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,12,304.28,142.77,159.52,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,13,317.64,150.75,167.15,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,14,323.89,152.8,236.52,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,15,328.04,154.42,249.45,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,16,331.7,156.06,252.4,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,17,332.41,156.4,252.4,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,18,318.81,150.63,181.99,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,19,334.81,157.86,189.25,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,20,329.24,155.25,186.62,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,21,333.12,156.98,185.14,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,22,322.13,151.79,177.46,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,23,343.95,162.11,215.81,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,24,320.59,151.43,177.18,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,25,327.09,154.72,175.7,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,26,316.4,149.88,168.35,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,27,313.58,148.86,162.76,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,28,312.4,147.76,163.31,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,29,318.17,150.52,170.11,2.21
NVIDIA A100,image,SDXL-base-1.0,512x512_steps=20,30,316.48,148.48,165.99,2.21
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,1,554.45,245.92,399.57,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,2,531.3,230.27,316.03,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,3,551.32,242.25,346.12,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,4,553.29,238.59,312.8,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,5,541.81,233.98,330.17,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,6,528.18,226.2,284.25,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,7,543.73,238.45,364.87,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,8,549.33,240.63,354.33,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,9,565.67,247.46,339.32,2.42
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,10,525.62,240.86,329.57,2.31
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,11,583.16,255.05,331.05,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,12,555.86,240.69,370.23,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,13,560.78,242.77,341.05,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,14,566.89,243.59,302.77,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,15,554.73,241.45,300.13,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,16,559.91,245.01,339.05,2.42
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,17,550.08,239.63,298.35,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,18,556.92,244.6,389.55,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,19,569.86,250.44,362.51,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,20,551.42,241.64,306.33,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,21,571.14,250.29,312.52,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,22,566.26,241.87,307.2,2.4
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,23,560.63,245.98,387.52,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,24,550.26,241.85,320.47,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,25,556.52,244.94,347.27,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,26,545.1,237.14,337.57,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,27,541.89,235.64,320.74,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,28,537.13,235.34,298.06,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,29,552.48,243.29,350.5,2.41
NVIDIA A100,image,SDXL-base-1.0,768x768_steps=20,30,524.69,225.79,300.74,2.41
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,1,878.25,367.43,465.61,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,2,865.73,355.52,408.39,2.52
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,3,885.3,360.1,409.59,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,4,904.63,369.39,410.46,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,5,911.61,370.63,415.45,2.52
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,6,864.38,358.7,413.7,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,7,896.06,374.68,447.06,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,8,895.15,368.45,419.88,2.52
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,9,891.33,364.33,414.02,2.52
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,10,884.34,361.88,414.57,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,11,880.67,362.69,416.05,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,12,888.51,367.12,417.8,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,13,884.05,360.02,417.52,2.52
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,14,887.68,360.65,416.93,2.52
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,15,848.58,362.72,419.28,2.41
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,16,904.17,377.43,423.28,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,17,852.43,368.56,410.19,2.41
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,18,911.82,376.36,414.9,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,19,886.8,360.97,415.45,2.52
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,20,894.97,363.89,418.13,2.52
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,21,870.46,356.74,416.65,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,22,892.02,369.48,415.18,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,23,897.97,371.44,416.38,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,24,892.18,368.62,414.57,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,25,884.72,362.41,420.15,2.52
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,26,885.34,362.37,419.88,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,27,883.47,360.67,408.99,2.51
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,28,888.1,362.22,413.7,2.52
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,29,891.36,362.22,410.46,2.52
NVIDIA A100,image,SDXL-base-1.0,1024x1024_steps=20,30,891.88,363.53,415.45,2.52
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,1,881.88,72.79,74.08,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,2,879.41,72.59,74.08,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,3,878.69,72.52,73.75,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,4,876.47,72.26,73.75,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,5,877.41,72.42,74.35,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,6,876.67,72.35,74.62,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,7,876.22,72.32,73.75,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,8,877.16,72.4,73.75,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,9,876.45,72.26,73.48,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,10,875.25,72.19,74.62,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,11,876.46,72.27,73.75,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,12,874.43,72.16,74.08,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,13,875.09,72.23,74.08,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,14,876.22,72.31,74.35,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,15,872.98,72.04,73.48,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,16,875.77,72.22,73.48,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,17,874.71,72.2,73.75,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,18,876.15,72.31,74.62,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,19,875.54,72.25,73.48,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,20,868.89,72.28,73.75,12.12
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,21,876.23,72.33,74.35,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,22,874.43,72.16,73.75,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,23,874.24,72.1,73.75,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,24,866.73,72.14,73.48,12.12
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,25,876.64,72.36,74.35,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,26,879.42,71.98,73.75,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,27,872.51,72.02,73.48,12.22
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,28,881.51,72.15,73.75,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,29,878.4,71.9,73.75,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=1_tokens=256,30,881.08,72.12,73.75,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,1,895.27,73.29,75.56,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,2,893.5,73.14,75.23,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,3,893.95,73.18,76.11,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,4,895.98,73.35,75.23,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,5,889.81,72.84,75.56,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,6,888.41,72.73,74.35,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,7,890.43,72.89,74.62,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,8,889.74,72.82,74.35,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,9,892.7,73.07,74.96,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,10,892.24,73.04,74.96,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,11,896.73,72.81,74.35,12.42
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,12,890.2,72.78,74.96,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,13,894.38,72.63,74.96,12.42
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,14,889.67,72.83,75.23,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,15,890.62,72.91,75.23,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,16,897.93,72.9,74.35,12.42
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,17,895.34,72.61,74.96,12.42
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,18,896.55,72.72,74.35,12.42
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,19,894.58,72.64,75.23,12.42
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,20,897.28,72.79,74.62,12.42
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,21,889.24,72.79,74.96,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,22,892.14,73.03,75.56,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,23,890.65,72.9,74.35,12.32
NVIDIA A100,text_batched,Phi-3-mini-4k,batch=2_tokens=256,24,888.82,72.76,74.96,12.32
