platform,modality,model,configuration,run_number,total_energy_j,avg_power_w,peak_power_w,generation_time_s
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=4_tokens=256,24,933.91,170.9,176.25,5.48
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=4_tokens=256,25,918.22,171.15,177.71,5.37
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=4_tokens=256,26,916.23,170.82,178.5,5.4
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=4_tokens=256,27,918.19,172.74,178.5,5.36
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=4_tokens=256,28,921.95,171.82,178.25,5.39
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=4_tokens=256,29,922.77,172.06,176.15,5.37
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=4_tokens=256,30,920.95,170.05,176.38,5.46
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,1,982.15,183.15,195.71,5.4
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,2,979.28,184.28,196.3,5.33
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,3,978.44,182.51,195.74,5.39
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,4,980.04,182.7,196.45,5.41
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,5,998.51,181.12,195.19,5.52
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,6,974.65,183.41,195.34,5.33
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,7,986.93,182.31,195.34,5.42
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,8,967.57,183.84,196.0,5.29
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,9,981.8,183.09,196.0,5.41
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,10,969.51,184.19,193.13,5.29
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,11,994.7,182.06,193.13,5.51
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,12,974.36,183.49,195.5,5.34
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,13,1001.74,181.8,195.5,5.53
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,14,985.16,182.06,194.96,5.42
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,15,1002.67,181.96,194.96,5.53
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,16,991.56,181.53,194.33,5.49
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,17,1005.39,180.82,194.33,5.6
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,18,983.45,183.4,196.24,5.39
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,19,994.67,182.15,195.46,5.48
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,20,964.29,183.28,197.05,5.29
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,21,988.85,182.65,196.18,5.42
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,22,978.92,182.51,195.12,5.39
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,23,975.57,183.58,195.03,5.35
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,24,978.25,182.43,197.74,5.38
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,25,985.49,183.75,197.74,5.4
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,26,971.84,182.91,197.46,5.37
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,27,979.52,184.41,198.47,5.33
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,28,985.66,182.08,197.02,5.47
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,29,974.8,185.22,197.49,5.27
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=8_tokens=256,30,983.26,181.56,194.21,5.46
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,1,1113.79,202.15,227.19,5.53
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,2,1101.48,205.49,228.59,5.38
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,3,1099.62,205.26,232.49,5.37
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,4,1086.11,206.46,232.49,5.29
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,5,1109.25,203.17,230.41,5.49
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,6,1113.7,204.08,230.33,5.51
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,7,1113.3,203.94,229.31,5.48
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,8,1102.33,203.84,230.29,5.44
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,9,1084.27,206.1,228.71,5.31
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,10,1105.87,206.37,231.77,5.39
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,11,1102.06,205.68,229.0,5.37
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,12,1098.48,205.05,228.75,5.4
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,13,1105.97,206.47,235.06,5.37
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,14,1098.1,206.9,235.06,5.32
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,15,1090.33,205.4,231.98,5.36
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,16,1102.02,205.63,231.53,5.42
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,17,1092.79,205.89,235.28,5.36
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,18,1120.92,205.38,235.28,5.47
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,19,1089.49,205.2,233.26,5.34
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,20,1094.21,206.22,234.02,5.32
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,21,1094.92,206.33,232.87,5.34
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,22,1104.18,204.22,232.0,5.45
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,23,1101.3,205.6,231.12,5.37
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,24,1104.37,204.12,231.9,5.44
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,25,1086.02,206.57,230.27,5.31
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,26,1103.01,205.84,231.6,5.41
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,27,1109.13,205.17,231.63,5.43
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,28,1102.75,205.84,230.41,5.38
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,29,1102.82,203.93,231.49,5.46
NVIDIA H100,text_batched,Phi-3-mini-4k,batch=16_tokens=256,30,1096.24,206.6,233.5,5.35
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,1,4.63,19.16,19.28,1.23
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,2,2.84,16.85,18.6,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,3,2.49,19.18,19.32,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,4,3.68,19.13,19.93,1.14
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,5,3.48,19.11,19.16,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,6,2.88,19.39,19.45,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,8,2.27,16.49,18.85,1.14
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,9,4.76,18.1,18.25,1.14
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,10,2.35,18.89,18.92,1.15
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,11,2.19,18.32,18.36,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,13,2.49,18.64,18.71,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,14,2.57,18.57,18.95,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,16,4.98,18.53,19.07,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,17,2.59,18.51,18.92,1.14
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,18,2.33,18.64,19.38,1.14
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,19,3.13,19.18,19.27,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,22,1.85,15.93,19.04,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,23,2.77,19.56,20.33,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,24,2.9,19.68,20.02,1.14
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,26,5.05,19.0,19.64,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,27,3.15,18.69,19.28,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,28,2.63,18.93,19.98,1.14
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,29,2.93,19.89,20.12,1.13
Apple M4 Pro,image,SD-v1-5,128x128_steps=20,30,3.65,19.58,20.15,1.13
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,1,346.94,24.68,27.96,15.24
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,2,354.62,24.99,27.61,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,3,358.73,25.37,34.88,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,4,362.8,25.36,28.17,15.25
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,5,367.3,25.78,29.77,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,6,366.24,25.95,28.36,15.24
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,7,367.89,25.84,28.9,15.24
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,8,364.14,25.67,28.5,15.24
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,9,368.23,25.73,28.26,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,10,368.04,25.76,30.41,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,11,368.38,25.89,34.93,15.26
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,12,361.29,25.53,28.43,15.24
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,13,365.31,25.71,28.23,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,14,365.98,25.8,28.39,15.22
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,15,370.1,25.73,28.16,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,16,364.61,25.56,28.76,15.26
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,17,365.86,25.59,28.34,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,18,362.57,25.59,28.7,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,19,366.44,25.67,29.72,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,20,359.5,25.59,29.08,15.24
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,21,361.4,25.57,28.33,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,22,363.84,25.6,29.34,15.26
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,23,367.72,25.63,28.67,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,24,367.08,25.59,28.2,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,25,366.09,25.62,28.93,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,26,362.11,25.6,31.53,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,27,364.22,25.58,27.8,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,28,360.19,25.56,27.82,15.23
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,29,366.96,25.62,29.18,15.24
Apple M4 Pro,image,SD-v1-5,640x640_steps=20,30,366.16,25.54,28.33,15.25
NVIDIA A100,image,SD-v1-5,128x128_steps=20,1,65.28,71.67,89.12,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,2,65.74,72.67,84.68,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,3,64.19,72.61,85.55,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,4,66.01,72.82,88.52,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,5,65.77,72.59,87.91,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,6,66.64,74.67,88.8,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,7,65.51,72.64,87.64,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,8,66.26,74.14,87.37,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,9,66.03,72.79,85.55,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,10,65.81,72.41,87.03,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,11,64.84,73.12,88.24,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,12,66.63,74.74,87.37,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,13,65.77,72.79,80.56,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,14,67.08,74.91,87.64,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,15,65.91,72.46,88.52,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,16,66.78,74.36,90.0,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,17,66.81,75.48,89.72,1.0
NVIDIA A100,image,SD-v1-5,128x128_steps=20,18,66.4,73.17,87.91,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,19,66.75,74.41,90.28,1.0
NVIDIA A100,image,SD-v1-5,128x128_steps=20,20,67.15,74.77,86.43,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,21,66.25,73.39,85.0,1.0
NVIDIA A100,image,SD-v1-5,128x128_steps=20,22,66.63,73.7,88.52,1.0
NVIDIA A100,image,SD-v1-5,128x128_steps=20,23,67.25,74.57,87.64,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,24,63.51,70.99,88.52,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,25,65.39,72.7,86.76,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,26,67.1,74.15,89.12,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,27,67.44,75.06,89.12,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,28,67.36,74.95,87.91,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,29,67.17,74.75,89.12,1.01
NVIDIA A100,image,SD-v1-5,128x128_steps=20,30,66.21,73.97,88.24,1.01
NVIDIA A100,image,SD-v1-5,640x640_steps=20,1,248.35,250.39,289.23,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,2,253.88,257.35,311.65,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,3,278.06,255.21,314.55,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,4,243.74,237.85,292.19,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,5,266.4,243.96,316.63,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,6,276.67,253.51,302.49,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,7,232.68,208.64,263.58,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,8,253.62,233.69,299.54,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,9,276.29,250.94,295.7,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,10,262.06,234.22,295.43,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,11,246.38,242.16,287.75,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,12,253.26,256.53,299.54,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,13,257.59,260.0,298.66,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,14,278.15,254.73,298.38,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,15,272.4,242.24,294.22,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,16,274.65,244.95,298.93,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,17,245.79,241.41,305.45,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,18,253.71,257.14,302.49,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,19,255.21,258.53,301.29,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,20,257.95,260.73,298.93,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,21,258.35,260.87,301.61,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,22,259.86,262.66,306.6,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,23,280.1,281.84,306.6,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,24,293.39,260.21,303.65,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,25,269.36,238.29,298.66,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,26,271.13,242.09,303.37,1.21
NVIDIA A100,image,SD-v1-5,640x640_steps=20,27,247.19,242.46,303.37,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,28,256.48,258.81,295.15,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,29,257.85,260.13,305.12,1.11
NVIDIA A100,image,SD-v1-5,640x640_steps=20,30,267.19,268.82,305.72,1.11
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,1,365.04,24.64,27.98,15.7
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,2,368.63,25.14,29.2,15.71
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,3,370.56,25.43,29.99,15.7
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,4,369.11,25.35,28.41,15.67
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,5,368.11,24.94,29.83,15.75
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,6,364.27,24.99,29.26,15.68
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,7,360.58,24.83,28.97,15.69
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,8,362.88,24.97,28.56,15.69
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,9,369.51,25.01,34.19,15.71
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,10,363.59,24.86,27.79,15.68
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,11,362.73,24.84,28.93,15.69
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,12,367.83,24.82,28.22,15.69
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,13,363.91,24.86,28.05,15.67
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,14,363.52,24.83,27.97,15.69
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,15,363.14,24.77,29.06,15.71
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,16,362.96,24.74,28.02,15.7
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,17,359.29,24.89,28.36,15.68
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,18,366.86,24.89,28.04,15.69
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,19,363.57,24.77,27.84,15.71
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,20,364.77,24.87,28.01,15.66
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,21,365.93,24.82,28.48,15.71
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,22,367.23,24.77,28.31,15.71
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,23,364.09,24.8,28.39,15.7
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,24,363.26,24.94,28.86,15.68
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,25,361.17,24.86,29.51,15.7
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,26,363.73,24.81,27.84,15.65
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,27,362.49,24.77,28.49,15.7
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,28,361.88,24.65,28.9,15.72
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,29,359.16,24.8,28.89,15.7
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,30,362.89,24.64,27.51,15.72
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,1,1027.75,26.21,29.46,40.1
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,2,1022.05,26.06,29.89,40.14
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,3,1024.24,26.14,30.82,40.18
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,4,1024.69,26.21,30.57,40.13
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,5,1023.16,26.15,29.73,40.14
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,6,1029.29,26.22,31.05,40.14
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,7,1027.05,26.16,32.83,40.17
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,8,1026.09,26.15,29.95,40.12
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,9,1030.98,26.14,29.36,40.11
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,10,1026.65,26.14,29.33,40.12
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,11,1024.59,26.19,29.71,40.13
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,12,1027.57,26.1,29.28,40.12
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,13,1021.74,26.18,30.75,40.1
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,14,1024.55,26.11,30.27,40.13
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,15,1024.76,26.06,29.27,40.16
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,16,1024.43,26.1,29.05,40.13
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,17,1032.16,26.19,29.45,40.11
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,18,1023.26,26.19,29.78,40.12
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,19,1030.04,26.18,29.08,40.13
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,20,1027.23,26.2,29.27,40.09
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,21,1024.63,26.15,29.9,40.1
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,22,1026.35,26.23,29.7,40.11
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,23,1028.15,26.13,29.16,40.16
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,24,1029.55,26.24,29.47,40.1
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,25,1030.66,26.18,29.49,40.13
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,26,1025.29,26.1,29.44,40.12
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,27,1032.62,26.25,29.38,40.11
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,28,1024.1,26.18,29.5,40.11
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,29,1026.45,26.17,29.68,40.1
Apple M4 Pro,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,30,1027.01,26.21,30.86,40.12
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,1,361.63,211.71,268.9,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,2,358.56,214.8,363.49,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,3,355.95,209.43,268.3,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,4,358.93,209.29,272.14,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,5,361.55,212.56,265.94,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,6,357.21,209.99,265.07,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,7,352.58,205.46,254.49,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,8,352.32,204.19,259.14,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,9,355.89,210.93,256.51,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,10,354.19,214.14,373.46,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,11,366.67,215.79,375.27,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,12,336.66,198.74,258.6,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,13,356.2,211.42,307.48,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,14,355.56,211.08,273.01,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,15,362.39,216.99,367.87,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,16,361.42,215.36,281.89,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,17,362.48,218.27,379.98,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,18,361.37,216.88,371.33,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,19,354.77,212.77,364.87,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,20,353.28,208.91,270.98,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,21,346.07,203.91,273.01,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,22,359.5,211.31,273.94,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,23,349.84,205.11,257.72,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,24,357.59,212.89,317.51,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,25,358.59,214.18,361.63,1.81
NVIDIA A100,video,AnimateDiff-v1.5,256x256_frames=6_steps=20,26,358.53,209.82,261.56,1.81
